Station ID,Latitude,Longitude,Name,Elevation,Weighted Average Weatherscore,Rank,Percentile
76613399999,20.5218,-103.311167,"DON MIGUEL HIDALGO Y COSTILLA INTERNATIONAL, MEXICO",1528.87,5.92141984349247,18000,99.20630546216171
80110099999,6.219958,-75.590519,"OLAYA HERRERA, COLOMBIA",1505.71,5.94921581824989,17999,99.20079369453784
63619099999,3.5333333,39.05,"MOYALE LOWER ODA, KENYA",1097.0,5.96799577663153,17998,99.19528192691396
40450099999,23.7333333,44.6333333,"AL KHUSARIAH, SAUDI ARABIA",1080.0,5.98582540421011,17997,99.18977015929008
84270099999,-4.0333333,-79.2,"LOJA LA ARGELIA, ECUADOR",2160.0,5.98966371762596,17996,99.1842583916662
60007099999,28.0333333,-17.2166666,"LA GOMERA AEROPUERTO, SPAIN",219.0,5.99968270749137,17995,99.17874662404233
76727099999,18.7,-99.1666666,"ZACATEPEC MOR, MEXICO",995.78,6.00172249036022,17994,99.17323485641846
63330099999,13.467367,39.533464,"MEKELE, ETHIOPIA",2254.3,6.00467229857379,17993,99.16772308879457
67476099999,-10.1,31.25,"MISAMFU, ZAMBIA",1536.0,6.0282869577724,17992,99.1622113211707
64893099999,5.636919,10.750817,"FOUMBAN NKOUNJA, CAMEROON",1207.92,6.03147629706919,17991,99.15669955354683
76665099999,19.7,-101.1833333,"MORELIA MICH., MEXICO",1913.0,6.04378477279128,17990,99.15118778592294
68837099999,-33.8,25.6666666,"NGQURA COEGA, SOUTH AFRICA",46.0,6.05581231216056,17989,99.14567601829907
80342099999,1.392844,-77.290822,"ANTONIO NARINO, COLOMBIA",1813.86,6.06682389389967,17988,99.14016425067518
86715099999,-15.7833333,-47.9333333,"BRASILIA, BRAZIL",1161.04,6.09695468504393,17987,99.13465248305131
60020099999,28.45,-16.25,"STA. CRUZ DE TENERIFE, SPAIN",36.0,6.11293405810899,17986,99.12914071542744
8522099999,32.6333333,-16.9,"FUNCHAL, PORTUGAL",56.0,6.11889484751025,17985,99.12362894780357
68847099999,-33.6,26.8833333,"PORT ALFRED, SOUTH AFRICA",37.0,6.12775579746739,17984,99.1181171801797
76632099999,20.1333333,-98.75,"PACHUCA HGO., MEXICO",2435.0,6.13281544315337,17983,99.11260541255581
60250099999,30.381353,-9.546311,"INEZGANE, MOROCCO",27.12,6.13299346713683,17982,99.10709364493194
83566099999,-19.6166667,-43.9666667,"CONFINS AERO, BRAZIL",827.0,6.13903967077915,17981,99.10158187730805
41405099999,16.967,43.733,"SAADA SADAH, YEMEN",1890.0,6.16074934718542,17980,99.09607010968418
63403099999,8.1666667,35.55,"GORE, ETHIOPIA",1974.0,6.1608229329047,17979,99.09055834206029
68006899999,-17.8,15.7,"OSHAKATI, NAMIBIA",1097.28,6.17954365764379,17978,99.08504657443642
99999993134,34.0236,-118.2911,"LOS ANGELES DOWNTOWN USC, CA US",54.6,6.19284056585256,17977,99.07953480681255
60146099999,33.7166666,-7.4,"MOHAMMEDIA, MOROCCO",5.0,6.1975702306245,17976,99.07402303918866
68007199999,-17.8839,15.06665,"OKAHAO, NAMIBIA",1097.28,6.20896283884489,17975,99.06851127156479
41168099999,25.3,51.55,"DOHA PORT, QATAR",4.0,6.20998215134988,17974,99.06299950394092
68185099999,-25.1,30.4666666,"LYDENBURG, SOUTH AFRICA",1434.0,6.22485786443866,17973,99.05748773631704
42574099999,24.5333333,81.3,"REWA, INDIA",299.0,6.22712820319485,17972,99.05197596869316
84782099999,-18.053333,-70.275833,"CORONEL CARLOS CIRIANI SANTA ROSA INTERNATIONAL, PERU",468.78,6.22921896264606,17971,99.04646420106928
78631099999,15.468958,-90.406742,"COBAN, GUATEMALA",1322.52,6.24942546162462,17970,99.04095243344541
83689099999,-21.267167,-43.761056,"MAJOR BRIGADEIRO DOORGAL BORGES, BRAZIL",1114.65,6.26051406328918,17969,99.03544066582153
92005099999,-5.8333333,144.3,"MOUNT HAGEN ATS, PAPUA NEW GUINEA",1631.0,6.26687126551221,17968,99.02992889819765
69220499999,,,,,6.27761269427487,17967,99.02441713057377
63021099999,15.291853,38.910667,"ASMARA INTERNATIONAL, ERITREA",2335.07,6.31278502490081,17966,99.0189053629499
84600099999,-11.8391,-76.3779,"MATUCANA, PERU",2417.0,6.3128272319274,17965,99.01339359532602
13612099999,41.3,19.467,"DURRES, ALBANIA",8.0,6.31343086905016,17964,99.00788182770215
48045099999,21.3833333,93.95,"MINDAT, BURMA",1395.0,6.32043722885577,17963,99.00237006007828
76471099999,23.6333333,-103.65,"SOMBRERETE ZAC., MEXICO",2351.0,6.35370509196384,17962,98.99685829245439
65134099999,9.639828,8.86905,"YAKUBU GOWON, NIGERIA",1289.91,6.36301714727599,17961,98.99134652483052
93994099999,-29.25,-177.9333333,"RAOUL ISLAND AWS, NEW ZEALAND",49.5,6.38716143083151,17960,98.98583475720663
85264099999,-18.4666666,-64.1,"VALLEGRANDE, BOLIVIA",1998.0,6.40090313831477,17959,98.98032298958276
83419099999,-16.229153,-48.964267,"BASE AEREA, BRAZIL",1136.29,6.42211097005107,17958,98.97481122195887
67781099999,-17.431917,32.184502,"MUTOKO, ZIMBABWE",1203.96,6.42260724193747,17957,98.969299454335
67489099999,-11.44475,34.011776,"MZUZU, MALAWI",1254.25,6.45890482609693,17956,98.96378768671113
83525399999,-18.883,-48.217,"UBERLANDIA, BRAZIL",967.0,6.47397957110656,17955,98.95827591908724
94995099999,-31.54222,159.07861,"LORD HOWE ISLAND AERO, AUSTRALIA",7.0,6.48538603684535,17954,98.95276415146338
67881099999,-18.5333333,32.1333333,"RUSAPE, ZIMBABWE",1430.0,6.49830327833473,17953,98.9472523838395
68591099999,-30.85,30.3333333,"MARGATE, SOUTH AFRICA",154.0,6.50231926800156,17952,98.94174061621563
69067499999,,,,,6.50807657627234,17951,98.93622884859174
91948099999,-23.1333333,-134.9666666,"MANGAREVA, FRENCH POLYNESIA",89.0,6.51214565140929,17950,98.93071708096787
68277099999,-25.7666666,29.55,"MIDDELBURG DAM, SOUTH AFRICA",1527.0,6.53137309071366,17949,98.925205313344
63334099999,10.35,37.7166667,"DEBRE MARCOS, ETHIOPIA",2476.0,6.54448973585153,17948,98.91969354572011
61995099999,-20.3,57.4666666,"VACOAS MAURITIUS, MAURITIUS",425.0,6.56129793475063,17947,98.91418177809624
91170022508,21.48722,-158.02806,"WHEELER ARMY AIR FIELD 810.1, HI US",257.9,6.57597644615065,17946,98.90867001047235
60005099999,28.626478,-17.755611,"LA PALMA, SPAIN",32.61,6.58206870991997,17945,98.90315824284848
84501099999,-8.081411,-79.108761,"CAPITAN CARLOS MARTINEZ DE PINILLOS, PERU",32.3,6.5848812786643,17944,98.8976464752246
69613499999,0.0,0.0,AFWA ASSIGNED,0.0,6.59651250570443,17943,98.89213470760073
68273099999,-25.8333333,29.1833333,"WITBANK, SOUTH AFRICA",1550.0,6.60578439771231,17942,98.88662293997686
76687099999,19.55,-96.9166666,"JALAPA VER., MEXICO",1389.0,6.6158547531775,17941,98.88111117235297
41565099999,33.8166666,71.8833333,"CHERAT, PAKISTAN",1372.0,6.61882081856077,17940,98.8755994047291
84691099999,-13.744864,-76.220284,"PISCO INTERNATIONAL, PERU",11.88,6.62212217804237,17939,98.87008763710521
83587099999,-19.63375,-43.968856,"TANCREDO NEVES INTERNATIONAL, BRAZIL",827.53,6.62988128311955,17938,98.86457586948134
76539099999,22.254303,-100.930806,"PONCIANO ARRIAGA INTERNATIONAL, MEXICO",1839.46,6.63558432144994,17937,98.85906410185747
94405099999,-28.3,113.6,"NORTH ISLAND, AUSTRALIA",11.0,6.64470832356687,17936,98.85355233423358
67867099999,-19.436394,29.861911,"GWERU THORNHILL, ZIMBABWE",1426.46,6.6452229077183,17935,98.84804056660971
67667099999,-15.55,28.25,"MOUNT MAKULU, ZAMBIA",1213.0,6.64800432150134,17934,98.84252879898582
83344099999,-14.862761,-40.863106,"VITORIA DA CONQUISTA, BRAZIL",913.79,6.65156182950122,17933,98.83701703136197
68361099999,-26.15,28.0,"JOHANNESBURG BOT. GARDENS, SOUTH AFRICA",1626.0,6.65604870585482,17932,98.83150526373808
76738099999,18.9,-96.9333333,"CORDOBA IN VERACRUZ, MEXICO",882.7,6.67011545560121,17931,98.82599349611421
